website,business_name,address,phone,fax,mobile,full_service_categories
,Oxlade s Painting,"31 Victoria PDE, Port Augusta SA 5700",,,0431 359 456,"Painters,Fence Painting,Exterior,Interior,Special Finishes,Commercial,Colour Consulting,Exterior Timber Maintenance,Wallpapering,Installation"
,Oxfordshire Pty Ltd,"56 Marriage RD, Brighton East VIC 3187",,,0417 512 761,"Bathroom,Design,Tilers,Cabinet Makers,Builder,Repairs,Complete Bathroom Renovation,Bathroom Accessories,Mirrors,Towel Rails & Rings,Shower Sets,Soap Dishes & Toothbrush Holders,Toilet Roll Holders,Tapware,Robe Hooks,Shampoo & Soap Dispensers,Shelving & Cabinets,Bathroom Fittings,Bathroom Taps,Heated Towel Rails,Building,General Building Work,Home Extensions,Renovation,New Home,House & Land Packages,Granny Flats,Project Management,Re Stumping,Building Certifiers,Building Consultants,Sustainable Building Advisor,Inspections,Certification,Building Design,Development Applications,Decking,Suppliers,Sealing & Finishing,Construction,Timber Decking,Composite Decking,Decking Materials,Decking Oil,Extensions & Additions,Structural Engineers,Garages,2nd Storey Additions,Ground Floor Extensions,Builders,Building Permits,Project Management,Design,Kitchen,Cabinet Makers,Resurfacing,Benchtops,Kitchen Renovation,Project Management,New Kitchen,Flat Pack Kitchens,Tilers,Kitchen Appliances,Rangehoods,Ovens,Pergolas,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Custom Design"
www.oxigen.net.auu002F,Oxigen Pty Ltd,Adelaide SA 5000,0873249600,,,"Landscape Architecture,Project Management,Landscape Construction,Landscape Design"
,Oxfordshire Builders Pty Ltd,Brighton East VIC 3187,0395926028,,0417512761,"Building,Granny Flats,Home Extensions,Renovation,Carports,Builder,Decking,Garages,Builders,Gazebo,Design & Build,Patios,Builders,Pergolas,Metal Pergola Builders,Timber Pergola Builders,Sheds,Shed Builders"
www.oxford-interiors.com,Oxford Interiors,Rose Bay NSW 2029,,,0401277494,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy"
oxfordcontracting.com.au,Oxford Contracting Pty Ltd,Brendale QLD 4500,,,0439671218,"Carpenters,Windows,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors,Handrails,Formwork,Carports,Carpenter"
,Oxford Garage Doors & Gates Pty Ltd,Bass Hill NSW 2197,,,0415281121,"Garages,Garage Doors,Gates,Gate Suppliers,Supply & Install,Custom Gates,Automatic Gates,Wrought Iron Gates"
www.oxfordbuildandreno.com.auu002F,Oxford Building and Renovation,Flagstaff Hill SA 5159,,,0426241491,"Building,Home Extensions,Renovation"
,Oxy Electrical,Murray Bridge SA 5253,,,0406642857,"Electricians,Rewiring,Repairs,Test & Tag,Renovations,Uninterruptible Power Supply (UPS),Power Points,Switchboards,New Installations,Security Lighting,New Homes,Safety Switches,Lighting"
,Oxford Building,Dingley Village VIC 3172,,,0401 730 275,"Carpenters,Architraves,Ramps,Skirting,Doors,Handrails,Windows,Decking,Renovations,House Frames,Carports,Carpenter,Decking,Timber Decking,Construction,Suppliers,Composite Decking,Pergolas,Construction,Timber Pergola Builders"
oxfordbathrooms.com.auu002F,Oxford Bathrooms,Brookvale NSW 2100,0294847500,,0298907245,"Bathroom,Builder,Complete Bathroom Renovation,Design,Interior Designer,Bathroom Design"
www.oxfordservice.com.au,Oxford Appliance Service,Drummoyne NSW 2047,0296673844,,,"Appliance Installation,Washing Machine Installation,Cooktop Installation,Dishwasher Installation,Oven Installation,Rangehood Installation,Appliance Repairs,Dishwashers,Microwaves,Washing Machines,Clothes Dryers,Refrigerators,Ovens & Range Hoods,Stoves & Cooktops,Kitchen Appliances,Rangehoods,Ovens"
,Oxes Mowing and Gardening OMG,Wallace VIC 3352,0417347340,,,"Garden Maintenance,Gardening,Weed Control,Fertilising,Garden Cleanup,Pruning & Trimming,Garden Rubbish Removal,Slashing,Handyman,Basic Garden Jobs,Lawn Mowing,Gardens"
,Ox Services,Sunbury VIC 3429,0438605060,,0438605060,"Garden Maintenance,Gardening,Garden Cleanup,Weed Control,Garden Rubbish Removal,Fertilising,Slashing,Pruning & Trimming,Handyman,Basic Painting,Picture & Mirror Hanging,Basic Carpentry,Odd Jobs,Lock Repairs,Basic Garden Jobs,Furniture Assembly,Basic Tiling,Basic Paving,Window & Door Repairs,Shower Base Repair,Basic Fencing,Basic Concreting,Landscaping & Gardening,Horticulture,Lawn Mowing,Gardens,Locks,Locksmiths,Lockouts,Key Cutting,Supply & Install,Paving,Garden Edges"
www.oxpine.com.au,Ox Pine Furniture,,(02) 9636 5188,,,"Chairs,Furniture - Chairs,Dining Tables,Furniture - Custom Design,Cabinets,Custom Built Tables,Custom Built Chairs,Custom Built Storage Solutions,Entertainment Units,Furniture - Retailers"
,Ox Plumbing Services,"25 Waddell CRS, HORNSBY HEIGHTS NSW 2077",02 9987 2293,02 9987 2293,0438 757 502,
,Owner Builder Specialist,,,,0408 535 710,"Bathroom,Building,Decking,Extensions & Additions,Patios,Paving,Pergolas"
,Owner Builder Australia,Sydney NSW 2000,0285424040,,0401328718,"Gazebo,Construction,Kitchen,Kitchen Renovation,Patios,Builders,Pergolas,Construction,Metal Pergola Builders,Timber Pergola Builders"
www.ownahometas.com.au,Own-A-Home Pty Ltd,"76 Bass HWY, Cooee TAS 7320",,,0448696247,"Building,General Building Work,Home Extensions,Renovation,New Home,Granny Flats,Commercial,Carports,Builder,Extensions & Additions,Builders,Garages,Builders,Gazebo,Design & Build,Patios,Builders,Pergolas,Metal Pergola Builders,Timber Pergola Builders"
,Owls Painting & Decorating,Perth WA 6000,,,0408 099 259,"Painters,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting,Roof"
,Owen’s Antennas,Bundaberg QLD 4670,,,0429169864,"Antenna Services,Foxtel, TV & Satellite,Antenna Relocation,Repairs & Troubleshooting,Suppliers & Installation,Digital TV Points"
